,open,high,low,close,volume
2021-02-01 04:35:00,134.4984,134.5583,134.4085,134.4984,2321
2021-02-01 04:36:00,134.5483,134.7979,134.4884,134.4984,11667
2021-02-01 04:37:00,134.4784,134.4984,134.4485,134.4485,1761
2021-02-01 04:38:00,134.4584,134.4584,134.3486,134.3486,2866
2021-02-01 04:39:00,134.2987,134.3486,134.2987,134.3486,2114
2021-02-01 04:40:00,134.3187,134.3187,134.2687,134.2687,2543
2021-02-01 04:41:00,134.2987,134.3586,134.2987,134.3187,1199
2021-02-01 04:42:00,134.3786,134.3786,134.3486,134.3486,742
2021-02-01 04:43:00,134.3985,134.4085,134.2587,134.2587,3545
2021-02-01 04:44:00,134.2987,134.3386,134.2987,134.3386,1266
2021-02-01 04:45:00,134.3187,134.3187,134.3087,134.3087,1181
2021-02-01 04:46:00,134.3985,134.3985,134.3985,134.3985,325
2021-02-01 04:47:00,134.4385,134.4385,134.4385,134.4385,925
2021-02-01 04:48:00,134.3985,134.5483,134.2987,134.3386,5395
2021-02-01 04:49:00,134.4485,134.4485,134.4485,134.4485,662
2021-02-01 04:50:00,134.3985,134.4584,134.3985,134.4485,3406
2021-02-01 04:51:00,134.5982,134.6482,134.5982,134.6482,2068
2021-02-01 04:52:00,134.5883,134.6981,134.5883,134.6582,2779
2021-02-01 04:53:00,134.6582,134.6582,134.6582,134.6582,724
2021-02-01 04:55:00,134.5583,134.5583,134.5184,134.5184,3974
2021-02-01 04:56:00,134.5783,134.5783,134.5184,134.5184,1622
2021-02-01 04:57:00,134.5883,134.6981,134.5583,134.5583,7442
2021-02-01 04:59:00,134.5982,134.5982,134.5184,134.5982,8627
2021-02-01 05:01:00,134.6182,134.6582,134.6182,134.6582,759
2021-02-01 05:02:00,134.6881,134.6981,134.6881,134.6981,1568
2021-02-01 05:04:00,134.6482,134.6981,134.6482,134.6981,1418
2021-02-01 05:05:00,134.6681,134.6681,134.6681,134.6681,1463
2021-02-01 05:06:00,134.6981,134.6981,134.6981,134.6981,970
2021-02-01 05:07:00,134.6681,134.6681,134.6482,134.6582,3316
2021-02-01 05:08:00,134.5783,134.6681,134.5184,134.5184,13347
2021-02-01 05:09:00,134.5783,134.5783,134.5184,134.5184,17972
2021-02-01 05:10:00,134.5982,134.5982,134.5982,134.5982,532
2021-02-01 05:11:00,134.5982,134.5982,134.5184,134.5184,3324
2021-02-01 05:12:00,134.5383,134.5383,134.5383,134.5383,589
2021-02-01 05:13:00,134.6282,134.6282,134.5783,134.5783,1461
2021-02-01 05:15:00,134.6282,134.6282,134.6282,134.6282,461
2021-02-01 05:16:00,134.6282,134.6282,134.6282,134.6282,1177
2021-02-01 05:17:00,134.6282,134.6282,134.5982,134.5982,1864
2021-02-01 05:18:00,134.5982,134.5982,134.5184,134.5184,885
2021-02-01 05:19:00,134.5583,134.5982,134.4984,134.4984,7859
2021-02-01 05:20:00,134.5084,134.5084,134.4984,134.4984,1033
2021-02-01 05:21:00,134.4984,134.5084,134.4984,134.5084,730
2021-02-01 05:22:00,134.5483,134.5483,134.4485,134.4784,3492
2021-02-01 05:23:00,134.4584,134.4584,134.3486,134.3486,4716
2021-02-01 05:24:00,134.3286,134.4485,134.2987,134.4485,3259
2021-02-01 05:25:00,134.4385,134.4385,134.4385,134.4385,591
2021-02-01 05:26:00,134.3586,134.3586,134.2987,134.2987,3263
2021-02-01 05:27:00,134.2088,134.3486,134.0491,134.099,6617
2021-02-01 05:28:00,134.109,134.1889,134.099,134.1889,1354
2021-02-01 05:29:00,134.2687,134.3187,134.2687,134.3187,1230
2021-02-01 05:31:00,134.3286,134.3486,134.3187,134.3486,2042
2021-02-01 05:32:00,134.3486,134.3486,134.3187,134.3187,786
2021-02-01 05:33:00,134.2987,134.2987,134.2987,134.2987,454
2021-02-01 05:34:00,134.3886,134.3886,134.1988,134.1988,2320
2021-02-01 05:35:00,134.2987,134.2987,134.2987,134.2987,372
2021-02-01 05:36:00,134.3486,134.3486,134.2987,134.2987,1903
2021-02-01 05:37:00,134.2987,134.3586,134.2887,134.3586,3473
2021-02-01 05:39:00,134.2987,134.2987,134.2987,134.2987,670
2021-02-01 05:40:00,134.2887,134.2887,134.2488,134.2488,699
2021-02-01 05:41:00,134.2887,134.3486,134.2887,134.3486,3269
2021-02-01 05:42:00,134.2987,134.2987,134.2987,134.2987,465
2021-02-01 05:43:00,134.1489,134.2587,134.1489,134.1589,2079
2021-02-01 05:44:00,134.099,134.1689,133.9991,133.9991,1950
2021-02-01 05:46:00,133.9991,134.109,133.9991,134.0191,1728
2021-02-01 05:47:00,134.0091,134.0091,133.8494,133.9892,2025
2021-02-01 05:49:00,134.0491,134.0491,134.0491,134.0491,370
2021-02-01 05:50:00,134.0291,134.089,134.0291,134.089,1042
2021-02-01 05:51:00,134.1689,134.3087,134.1689,134.2987,3089
2021-02-01 05:52:00,134.3686,134.3686,134.3686,134.3686,323
2021-02-01 05:53:00,134.1988,134.1988,134.1988,134.1988,210
2021-02-01 05:55:00,134.3486,134.3586,134.2288,134.2288,2766
2021-02-01 05:56:00,134.2188,134.2188,134.1389,134.1389,964
2021-02-01 05:58:00,134.1489,134.1489,134.099,134.099,1652
2021-02-01 05:59:00,134.109,134.1889,134.099,134.1889,1710
2021-02-01 06:00:00,134.1988,134.1988,134.109,134.109,1628
2021-02-01 06:05:00,134.119,134.119,134.119,134.119,964
2021-02-01 06:07:00,134.089,134.2088,134.089,134.2088,1303
2021-02-01 06:10:00,134.2088,134.2488,134.2088,134.2088,1997
2021-02-01 06:11:00,134.2088,134.2088,134.1889,134.1889,590
2021-02-01 06:13:00,134.3087,134.3087,134.3087,134.3087,581
2021-02-01 06:16:00,134.2987,134.3786,134.2987,134.3786,2471
2021-02-01 06:17:00,134.4884,134.4884,134.4485,134.4485,2185
2021-02-01 06:18:00,134.4485,134.4984,134.4485,134.4784,969
2021-02-01 06:19:00,134.4485,134.4485,134.4485,134.4485,364
2021-02-01 06:21:00,134.4485,134.4485,134.4485,134.4485,1590
2021-02-01 06:22:00,134.3386,134.3386,134.119,134.119,2747
2021-02-01 06:24:00,134.4385,134.4485,134.4285,134.4485,2875
2021-02-01 06:25:00,134.4485,134.4485,134.4485,134.4485,324
2021-02-01 06:26:00,134.4984,134.4984,134.4984,134.4984,2421
2021-02-01 06:28:00,134.4984,134.6282,134.4984,134.6182,10132
2021-02-01 06:29:00,134.6182,134.6981,134.6182,134.6582,2261
2021-02-01 06:30:00,134.6582,134.6881,134.6582,134.6881,620
2021-02-01 06:31:00,134.6881,134.7181,134.6881,134.7181,2134
2021-02-01 06:33:00,134.7181,134.7181,134.7181,134.7181,1087
2021-02-01 06:36:00,134.5184,134.5184,134.2188,134.3386,3010
2021-02-01 06:37:00,134.4085,134.4085,134.3286,134.3985,1298
2021-02-01 06:41:00,134.3985,134.3985,134.3985,134.3985,325
2021-02-01 06:42:00,134.3486,134.3486,134.2987,134.2987,2742
2021-02-01 06:43:00,134.2188,134.2188,134.099,134.1589,1721
2021-02-01 06:44:00,134.1889,134.1889,134.1889,134.1889,864
2021-02-01 06:45:00,134.099,134.099,134.099,134.099,2401
2021-02-01 06:46:00,133.9892,134.1988,133.9892,134.1988,2336
2021-02-01 06:47:00,134.1988,134.1988,134.1988,134.1988,724
2021-02-01 06:48:00,134.2787,134.3486,133.8294,134.099,3403
2021-02-01 06:49:00,133.9991,134.0291,133.8094,134.0291,4066
2021-02-01 06:50:00,133.9991,133.9991,133.9892,133.9892,1498
2021-02-01 06:51:00,134.0091,134.2687,134.0091,134.2687,1574
2021-02-01 06:52:00,134.3187,134.3187,134.3187,134.3187,421
2021-02-01 06:53:00,134.3786,134.6681,134.3786,134.6681,4613
2021-02-01 06:54:00,134.6681,134.6681,134.5883,134.5883,1737
2021-02-01 06:57:00,134.3786,134.3786,134.1689,134.1689,3091
2021-02-01 06:58:00,134.2887,134.2987,134.2887,134.2987,1162
2021-02-01 06:59:00,134.3087,134.3087,134.1689,134.2488,1928
2021-02-01 07:00:00,134.2488,134.2488,134.2488,134.2488,396
2021-02-01 07:01:00,134.2488,134.3286,133.7096,133.7595,82517
2021-02-01 07:02:00,133.7096,133.7096,133.45,133.5099,29253
2021-02-01 07:03:00,133.4899,133.6397,133.4799,133.6397,61435
2021-02-01 07:04:00,133.5997,133.7994,133.5498,133.7695,29209
2021-02-01 07:05:00,133.7795,133.7895,133.6497,133.6497,9918
2021-02-01 07:06:00,133.6596,133.7595,133.6596,133.7096,12785
2021-02-01 07:07:00,133.7196,133.7695,133.5997,133.5997,23700
2021-02-01 07:08:00,133.6097,133.6097,133.4999,133.5099,17968
2021-02-01 07:09:00,133.4999,133.5498,133.45,133.5498,11160
2021-02-01 07:10:00,133.5298,133.5298,133.45,133.4699,7594
2021-02-01 07:11:00,133.43,133.45,133.3102,133.42,21168
2021-02-01 07:12:00,133.42,133.4899,133.3701,133.4599,9937
2021-02-01 07:13:00,133.45,133.4599,133.3701,133.44,9238
2021-02-01 07:14:00,133.43,133.44,133.3801,133.3801,5480
2021-02-01 07:15:00,133.3701,133.3801,133.3002,133.3801,16482
2021-02-01 07:16:00,133.3601,133.5298,133.3601,133.5298,29035
2021-02-01 07:17:00,133.5298,133.6497,133.4999,133.6497,23827
2021-02-01 07:18:00,133.5997,133.7994,133.5798,133.7994,16810
2021-02-01 07:19:00,133.7395,133.7994,133.6996,133.7994,7921
2021-02-01 07:20:00,133.7895,133.9592,133.7595,133.9592,50052
2021-02-01 07:21:00,133.9592,133.9792,133.9193,133.9692,8254
2021-02-01 07:22:00,133.9692,133.9692,133.8993,133.9093,11980
2021-02-01 07:23:00,133.8893,133.8993,133.8494,133.8983,4677
2021-02-01 07:24:00,133.8993,133.8993,133.7994,133.8593,9081
2021-02-01 07:25:00,133.8593,133.8893,133.8593,133.8793,5487
2021-02-01 07:26:00,133.8693,133.9392,133.8693,133.9093,5480
2021-02-01 07:27:00,133.8993,133.9592,133.8893,133.9492,13406
2021-02-01 07:28:00,133.9392,133.9692,133.8693,133.8893,19389
2021-02-01 07:29:00,133.8893,133.9991,133.8893,133.9592,6760
2021-02-01 07:30:00,133.9692,133.9991,133.9392,133.9492,6355
2021-02-01 07:31:00,133.9392,133.9492,133.9292,133.9492,11282
2021-02-01 07:32:00,133.9392,133.9991,133.9392,133.9991,8316
2021-02-01 07:33:00,133.9991,133.9991,133.9492,133.9991,8336
2021-02-01 07:34:00,133.9991,134.079,133.9991,134.0491,8190
2021-02-01 07:35:00,134.0191,134.0191,133.8993,133.9392,8223
2021-02-01 07:36:00,133.9093,133.9392,133.8993,133.9292,5658
2021-02-01 07:37:00,133.9193,133.9193,133.8693,133.8693,6341
2021-02-01 07:38:00,133.8494,133.8993,133.8494,133.8993,5192
2021-02-01 07:39:00,133.9093,133.9792,133.9093,133.9592,4008
2021-02-01 07:40:00,133.9292,133.9392,133.9093,133.9093,3221
2021-02-01 07:41:00,133.9392,134.0491,133.9392,134.0491,9778
2021-02-01 07:42:00,134.0491,134.099,134.0491,134.078,5443
2021-02-01 07:43:00,134.069,134.089,134.0491,134.089,4394
2021-02-01 07:44:00,134.059,134.079,134.0491,134.079,4369
2021-02-01 07:45:00,134.069,134.069,134.0491,134.0491,9224
2021-02-01 07:46:00,134.0391,134.0491,133.9991,134.0091,2172
2021-02-01 07:47:00,133.9991,133.9991,133.9392,133.9392,5420
2021-02-01 07:48:00,133.9392,133.9592,133.9193,133.9492,2002
2021-02-01 07:49:00,133.9392,133.9792,133.9392,133.9492,1469
2021-02-01 07:50:00,133.9692,133.9692,133.9193,133.9392,6810
2021-02-01 07:51:00,133.9292,133.9292,133.8294,133.8593,8793
2021-02-01 07:52:00,133.8983,133.9292,133.8593,133.8693,6816
2021-02-01 07:53:00,133.8693,133.8893,133.8394,133.8394,2832
2021-02-01 07:54:00,133.8394,133.8693,133.8294,133.8294,4039
2021-02-01 07:55:00,133.8194,133.8194,133.7994,133.7994,15725
2021-02-01 07:56:00,133.8194,133.8494,133.7994,133.8494,7933
2021-02-01 07:57:00,133.8394,133.8394,133.8094,133.8294,5696
2021-02-01 07:58:00,133.8294,133.8394,133.8094,133.8394,3456
2021-02-01 07:59:00,133.8394,133.8394,133.7295,133.7295,40158
2021-02-01 08:00:00,133.6996,133.7295,133.5798,133.7096,11787
2021-02-01 08:01:00,133.7096,134.1589,133.3202,133.6996,292314
2021-02-01 08:02:00,133.6596,133.6996,133.6097,133.6197,15321
2021-02-01 08:03:00,133.6497,133.6696,133.5298,133.5298,11639
2021-02-01 08:04:00,133.5398,133.5498,133.5199,133.5496,12121
2021-02-01 08:05:00,133.5496,133.5496,133.4999,133.5398,7943
2021-02-01 08:06:00,133.5298,133.5498,133.4599,133.5199,12732
2021-02-01 08:07:00,133.5298,133.5398,133.4899,133.5197,11637
2021-02-01 08:08:00,133.5199,133.5398,133.4999,133.5398,13394
2021-02-01 08:09:00,133.5398,133.6497,133.5398,133.6197,12298
2021-02-01 08:10:00,133.6497,133.7595,133.6297,133.7495,13485
2021-02-01 08:11:00,133.7493,133.7695,133.7295,133.7695,14596
2021-02-01 08:12:00,133.7695,133.7994,133.7495,133.7994,12677
2021-02-01 08:13:00,133.7994,133.8394,133.7895,133.8394,20469
2021-02-01 08:14:00,133.8194,133.8494,133.7495,133.7895,16727
2021-02-01 08:15:00,133.7695,133.7994,133.7695,133.7695,6034
2021-02-01 08:16:00,133.7595,133.7994,133.7595,133.7994,11640
2021-02-01 08:17:00,133.7897,133.7994,133.7795,133.7795,11171
2021-02-01 08:18:00,133.7895,133.7895,133.7595,133.7795,7996
2021-02-01 08:19:00,133.7795,133.7895,133.6297,133.6896,19248
2021-02-01 08:20:00,133.6796,133.7495,133.6796,133.6894,2523
2021-02-01 08:21:00,133.6796,133.6896,133.6297,133.6696,6479
2021-02-01 08:22:00,133.6696,133.7595,133.6696,133.7595,5038
2021-02-01 08:23:00,133.7495,133.7695,133.6996,133.7295,15786
2021-02-01 08:24:00,133.7495,133.7595,133.7295,133.7495,8225
2021-02-01 08:25:00,133.7495,133.7495,133.7196,133.7295,5150
2021-02-01 08:26:00,133.7196,133.7295,133.5997,133.5997,13727
2021-02-01 08:27:00,133.5898,133.5898,133.4899,133.5099,6895
2021-02-01 08:28:00,133.4899,133.6397,133.4699,133.6397,10398
2021-02-01 08:29:00,133.6397,133.6397,133.5298,133.5598,6241
2021-02-01 08:30:00,133.5987,133.6497,133.5698,133.6395,6119
2021-02-01 08:31:00,133.6497,133.6696,133.6197,133.6596,3804
2021-02-01 08:32:00,133.6696,133.7495,133.6596,133.6998,12848
2021-02-01 08:33:00,133.7196,133.7196,133.6796,133.6996,2707
2021-02-01 08:34:00,133.6996,133.6996,133.6796,133.6796,4703
2021-02-01 08:35:00,133.6796,133.7096,133.6796,133.7096,5639
2021-02-01 08:36:00,133.7096,133.7694,133.7096,133.7694,7278
2021-02-01 08:37:00,133.7595,133.7895,133.7495,133.7795,6681
2021-02-01 08:38:00,133.7895,133.9292,133.7695,133.9292,28145
2021-02-01 08:39:00,133.9392,133.9392,133.8494,133.8993,10339
2021-02-01 08:40:00,133.8793,133.9292,133.8793,133.8993,17367
2021-02-01 08:41:00,133.8793,133.8793,133.7096,133.7096,17220
2021-02-01 08:42:00,133.7495,133.8294,133.7495,133.7994,12478
2021-02-01 08:43:00,133.7994,133.8292,133.7895,133.7994,6790
2021-02-01 08:44:00,133.8194,133.8394,133.7994,133.8394,10082
2021-02-01 08:45:00,133.8494,133.8593,133.7695,133.7895,13777
2021-02-01 08:46:00,133.7695,133.7994,133.7495,133.7795,7906
2021-02-01 08:47:00,133.7695,133.7893,133.7693,133.7695,5149
2021-02-01 08:48:00,133.7895,133.8094,133.7895,133.7895,11995
2021-02-01 08:49:00,133.7795,133.7994,133.7795,133.7797,5170
2021-02-01 08:50:00,133.7994,133.7994,133.7895,133.7895,6300
2021-02-01 08:51:00,133.7994,133.8294,133.7895,133.8294,8683
2021-02-01 08:52:00,133.8394,133.8593,133.8294,133.8593,9740
2021-02-01 08:53:00,133.8495,133.8993,133.8494,133.8793,12737
2021-02-01 08:54:00,133.8703,133.8793,133.7495,133.7495,19533
2021-02-01 08:55:00,133.7495,133.8394,133.6996,133.7196,13098
2021-02-01 08:56:00,133.7196,133.7295,133.6896,133.6996,12851
2021-02-01 08:57:00,133.7098,133.7994,133.6996,133.7495,15525
2021-02-01 08:58:00,133.7196,133.7395,133.6896,133.7096,9070
2021-02-01 08:59:00,133.6896,133.6996,133.6497,133.6497,17087
2021-02-01 09:00:00,133.6497,133.7395,133.6297,133.7395,24837
2021-02-01 09:01:00,133.7395,133.8593,133.7196,133.7994,39603
2021-02-01 09:02:00,133.7994,133.7994,133.6596,133.6896,15225
2021-02-01 09:03:00,133.6796,133.7096,133.6097,133.6397,26054
2021-02-01 09:04:00,133.6896,133.7695,133.5598,133.5598,16087
2021-02-01 09:05:00,133.5498,133.5598,133.4699,133.4699,20125
2021-02-01 09:06:00,133.4699,133.5798,133.4599,133.5498,23884
2021-02-01 09:07:00,133.5099,133.5498,133.4899,133.4999,22280
2021-02-01 09:08:00,133.4999,133.5199,133.4699,133.4899,10867
2021-02-01 09:09:00,133.4899,133.4999,133.45,133.4799,14985
2021-02-01 09:10:00,133.45,133.45,133.4,133.4,13974
2021-02-01 09:11:00,133.4001,133.4799,133.4,133.4699,19699
2021-02-01 09:12:00,133.4799,133.5698,133.43,133.5498,19100
2021-02-01 09:13:00,133.5798,133.6996,133.5798,133.6994,32634
2021-02-01 09:14:00,133.6994,133.6996,133.6497,133.6497,8716
2021-02-01 09:15:00,133.6295,133.6497,133.5698,133.6299,6389
2021-02-01 09:16:00,133.6197,133.6197,133.58,133.58,11822
2021-02-01 09:17:00,133.5997,133.6497,133.5798,133.6497,14874
2021-02-01 09:18:00,133.6497,133.6497,133.5997,133.6099,15222
2021-02-01 09:19:00,133.6097,133.6497,133.6097,133.6497,9012
2021-02-01 09:20:00,133.6497,133.6996,133.6297,133.6996,12140
2021-02-01 09:21:00,133.7395,133.7395,133.6297,133.6297,21983
2021-02-01 09:22:00,133.6197,133.6696,133.5598,133.5898,20153
2021-02-01 09:23:00,133.5997,133.6197,133.5898,133.5997,5639
2021-02-01 09:24:00,133.5898,133.6097,133.5498,133.5498,16162
2021-02-01 09:25:00,133.5498,133.6197,133.5398,133.6197,12434
2021-02-01 09:26:00,133.5997,133.6197,133.5398,133.5398,5786
2021-02-01 09:27:00,133.5398,133.5598,133.4999,133.5498,13788
2021-02-01 09:28:00,133.5398,133.5997,133.3002,133.5398,24176
2021-02-01 09:29:00,133.4899,133.6197,133.4899,133.5698,7709
2021-02-01 09:30:00,133.5798,133.6397,133.4899,133.4899,34839
2021-02-01 09:31:00,133.5498,133.8494,133.1804,133.7395,2830622
2021-02-01 09:32:00,133.7197,134.1689,133.5598,133.6796,830833
2021-02-01 09:33:00,133.6996,133.8692,133.4106,133.7597,500136
2021-02-01 09:34:00,133.7645,134.1289,133.7395,134.019,612412
2021-02-01 09:35:00,134.0135,134.5283,133.9592,134.4529,790721
2021-02-01 09:36:00,134.4584,134.5982,133.6608,133.9292,634906
2021-02-01 09:37:00,133.9392,134.0491,133.7096,133.7097,436348
2021-02-01 09:38:00,133.6996,133.8693,133.621,133.6927,387540
2021-02-01 09:39:00,133.6896,133.7695,133.2203,133.2303,477020
2021-02-01 09:40:00,133.2303,133.4999,133.1804,133.43,445220
2021-02-01 09:41:00,133.4,133.5298,133.2602,133.3401,337048
2021-02-01 09:42:00,133.3401,133.4299,133.0905,133.0905,365749
2021-02-01 09:43:00,133.0905,133.109,132.7211,132.7695,605234
2021-02-01 09:44:00,132.7875,133.2403,132.781,132.8988,482313
2021-02-01 09:45:00,132.9008,133.1303,132.9008,132.9908,348804
2021-02-01 09:46:00,132.9956,133.0406,132.6112,132.6402,406997
2021-02-01 09:47:00,132.6362,132.761,132.2617,132.3816,519132
2021-02-01 09:48:00,132.3848,132.4914,132.0265,132.0421,509812
2021-02-01 09:49:00,132.0321,132.2517,131.6726,131.6926,859917
2021-02-01 09:50:00,131.6826,131.7425,131.1035,131.2123,880832
2021-02-01 09:51:00,131.1934,131.7226,131.1085,131.413,671853
2021-02-01 09:52:00,131.423,131.423,130.8852,130.9436,510791
2021-02-01 09:53:00,130.943,131.3531,130.734,131.2904,685875
2021-02-01 09:54:00,131.2632,131.5328,131.2033,131.3831,477838
2021-02-01 09:55:00,131.3831,131.4629,131.1135,131.2133,459928
2021-02-01 09:56:00,131.2533,131.6926,131.1384,131.6327,528956
2021-02-01 09:57:00,131.6327,131.9322,131.5528,131.9123,636343
2021-02-01 09:58:00,131.9223,131.9622,131.7027,131.8459,374437
2021-02-01 09:59:00,131.8623,132.0021,131.8024,131.8624,339535
2021-02-01 10:00:00,131.8723,132.2018,131.7825,132.102,362700
2021-02-01 10:01:00,132.072,132.1182,131.5428,131.7964,474860
2021-02-01 10:02:00,131.8024,131.9223,131.6427,131.6726,281856
2021-02-01 10:03:00,131.6627,131.9023,131.6627,131.6826,276908
2021-02-01 10:04:00,131.6916,131.8224,131.4929,131.8224,289946
2021-02-01 10:05:00,131.8324,132.0421,131.8224,131.9023,360940
2021-02-01 10:06:00,131.9023,131.9023,131.403,131.5528,492853
2021-02-01 10:07:00,131.5528,131.5927,131.1933,131.5327,493086
2021-02-01 10:08:00,131.5327,131.5328,131.3231,131.455,214862
2021-02-01 10:09:00,131.4629,131.4929,131.3032,131.403,172741
2021-02-01 10:10:00,131.4029,131.423,131.0036,131.2033,366611
2021-02-01 10:11:00,131.1933,131.7525,131.1933,131.7425,437338
2021-02-01 10:12:00,131.7385,131.8973,131.6926,131.8622,338073
2021-02-01 10:13:00,131.8722,132.0981,131.8525,132.0321,382958
2021-02-01 10:14:00,132.0323,132.2479,131.9822,132.2479,344581
2021-02-01 10:15:00,132.2517,132.4014,132.1619,132.2867,511512
2021-02-01 10:16:00,132.2917,132.5713,132.169,132.5528,398037
2021-02-01 10:17:00,132.5613,132.6412,132.4215,132.5328,368386
2021-02-01 10:18:00,132.5215,132.5512,131.9921,132.1019,428729
2021-02-01 10:19:00,132.097,132.2418,132.0021,132.2018,237407
2021-02-01 10:20:00,132.2118,132.3516,132.092,132.3217,193560
2021-02-01 10:21:00,132.3217,132.4315,132.204,132.4015,248763
2021-02-01 10:22:00,132.4015,132.4914,132.3616,132.4415,210861
2021-02-01 10:23:00,132.4515,132.8309,132.4316,132.761,373937
2021-02-01 10:24:00,132.746,132.7608,132.5313,132.6811,256788
2021-02-01 10:25:00,132.6826,132.9507,132.6826,132.8709,327508
2021-02-01 10:26:00,132.8987,132.9008,132.6412,132.6911,245237
2021-02-01 10:27:00,132.675,132.8301,132.5713,132.741,251344
2021-02-01 10:28:00,132.736,132.8808,132.7111,132.8509,305071
2021-02-01 10:29:00,132.8419,132.9607,132.781,132.9297,358851
2021-02-01 10:30:00,132.9208,133.0905,132.8259,132.8908,331926
2021-02-01 10:31:00,132.9163,133.2503,132.9058,133.1804,339289
2021-02-01 10:32:00,133.2003,133.2203,133.0406,133.0506,268097
2021-02-01 10:33:00,133.0416,133.1904,132.9108,133.1804,271842
2021-02-01 10:34:00,133.1804,133.1889,133.0605,133.1424,185730
2021-02-01 10:35:00,133.1603,133.1603,133.0106,133.0705,148281
2021-02-01 10:36:00,133.0712,133.2802,133.0206,133.0966,358280
2021-02-01 10:37:00,133.0805,133.0805,132.9108,132.9684,253277
2021-02-01 10:38:00,132.9707,133.0506,132.8409,132.8648,231819
2021-02-01 10:39:00,132.8608,132.9407,132.7111,132.9207,346416
2021-02-01 10:40:00,132.9018,133.1301,132.8909,132.9108,228942
2021-02-01 10:41:00,132.9108,133.1604,132.8449,132.8908,286345
2021-02-01 10:42:00,132.8908,133.2303,132.8908,133.1499,225212
2021-02-01 10:43:00,133.1404,133.3501,133.0905,133.3301,278071
2021-02-01 10:44:00,133.3102,133.5199,133.3003,133.4001,312601
2021-02-01 10:45:00,133.41,133.41,133.2617,133.3202,189592
2021-02-01 10:46:00,133.3301,133.42,133.2303,133.42,223254
2021-02-01 10:47:00,133.4,133.44,133.3301,133.3301,205490
2021-02-01 10:48:00,133.3501,133.41,133.2602,133.3002,168059
2021-02-01 10:49:00,133.3002,133.5398,133.3002,133.5199,234918
2021-02-01 10:50:00,133.5298,133.6397,133.4599,133.4899,315156
2021-02-01 10:51:00,133.4829,133.5498,133.2702,133.3187,247834
2021-02-01 10:52:00,133.3102,133.4,133.1904,133.2353,271969
2021-02-01 10:53:00,133.2503,133.2503,133.0705,133.2203,215922
2021-02-01 10:54:00,133.2203,133.3501,132.9908,133.0106,249117
2021-02-01 10:55:00,133.0007,133.0206,132.771,132.811,458245
2021-02-01 10:56:00,132.8009,132.9407,132.5613,132.6012,355978
2021-02-01 10:57:00,132.6012,132.671,132.2617,132.4215,495533
2021-02-01 10:58:00,132.4115,132.6002,132.3416,132.5496,304203
2021-02-01 10:59:00,132.5413,132.6911,132.4315,132.6706,291194
2021-02-01 11:00:00,132.6811,132.771,132.5613,132.771,285845
2021-02-01 11:01:00,132.7617,132.781,132.4814,132.5413,251044
2021-02-01 11:02:00,132.5313,132.5313,132.2617,132.3616,322742
2021-02-01 11:03:00,132.3516,132.3915,132.2118,132.2717,264992
2021-02-01 11:04:00,132.2617,132.3914,132.092,132.3466,324359
2021-02-01 11:05:00,132.3516,132.4814,132.3401,132.4268,194408
